,index,Job title,Company name,Company rating,Company location,is_remote,Salary range,Job summary,url,City,State,Job Category,Job Description
56,184,Architect - Data Scientist (Sr.),"Quadrant, Inc.",3.9,"Springfield, VA 22153",Remote,,Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CXfzcAHfQAxgGXDgxABv0Df8luU_SMZ_lapPBFJNNdh0qTN8PvVzPanLr29I3nNh3fGOBnw-C9qtefT6wbycVg2UR2Jf9EOJxu9ajaR5phijaJhh6MLGYSeMI_mw9tjNJUomh6FbhOeSwfiag1RNol4kM2SFIFIGmbB980KKg9IqFdEjZibagaUQge30XSrl1aR6TEGL5s8B3PdJq6bpQnLJaFYv1AphrQbSccjCU2GhPqMgpU9z_MSZaKbiO2Z5XW8I_tX9I4JUyt9uJlQ_ldpL_1ImShhJQKLtlsni1P_Knp7NiI3xZkbOcTOsRWlya5Jlx9Xn-aIQvrbWtlt_DXR0xvQx2JWZTG_amgZ361yz2CRlPM-_STWa5ggSiOCCGRcNQpmIrIMnJEnjQIEk8VpgMK971LJlNlWtLmjKKJmgFIqpwDGXQe7M93MvYFM2ultyaB0Zpcf6hew8_BaoELzo4vkPstnzFW0Ej01agLUtp3l_whb4ZeiyTWmlPSpqWv8oURJXR0hdWIoOv-P90bmaFdI3hLcNXp35tqAesrdTz1ApqG71eLXibe0qjXatFEUPxQecs_5IcpP79zazrvXmrRK078UdPzjlsR6RLPxK0rADNoNmk8988xu1br7KcTLglH7Cp9_gzFA2TzDCuX1H1oTHhzS2jmvWisjTNotpFrq-hmBy--VaL60tI-qTWYX5WEaTYBu2ZUBoa4nsjweofOOI51n8Yo-2bfsX3O_idQ4mQeq0F1YzyplR_OXa-24aAMet0Y1Bqd8wXrfLV3h46sJZLpCVdzJT3fC3EPwoN9-XpJWRsm5GOUug2u2NC0SS_fWhqjpa9aHwQmt6I_p3xjOMWTwee4-iOfsmGIiaDV79ypZqTkNPOHOXeJvwmrqI1hGpzd4OalfkuU74VFnChuqsL0P8y9eQc_sAQFpHasDttBoses6ZGyz9pK_6wswxVN34E1L3iv0DvWYlaTXLCuMuSB3x9X3EZOKzJC7SUP9Fzpn3E82UJAIsolGFWmvnhjq-q5V2nOtzdyYBce&p=0&fvj=0&vjs=3,Springfield,VA,Other,"Senior Data Scientist
Springfield, VA (Remote)


MUST:
Active Top-Secret required; CBP BI Clearance preferred
Experienced Senior Data Scientist
Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems
Experience with programming languages including: R, Python, Scala, Java
Proficiency with SQL programming
Experience with Natural Language Processing (NLP), computational linguistics, Entity extraction, named entity recognition (NER), name matching, disambiguation, Latent Semantic Analysis (LSA) and Latent Dirichlet Allocation (LDA)
Experience constructing and executing queries to extract data in support of EDA and model development
Proficiency with statistical software packages including SAS, SPSS Modeler, R, WEKA, or equivalent
Experience with unsupervised and supervised machine learning techniques and methods
Experience working with large-scale (e.g., terabyte and petabyte) unstructured and structured data sets and databases
Experience performing data mining, analysis, and training set construction
Bachelor's Degree (required), Master's or Ph.D. degree (preferred) in operations research, industrial engineering, mathematics, statistics, computer science/engineering, or other related technical fields with equivalent practical experience

DUTIES:

Lead and perform hands-on analysis and modeling involving the creation of intervention hypotheses and experiments, assessment of data needs and available sources, determination of optimal analytical approaches, performance of exploratory data analysis, and feature generation (e.g., identification, derivation, aggregation)
Collaborate with mission stakeholders to define, frame, and scope mission challenges where big data interventions may offer important mitigations and develop robust project plans with key milestones, detailed deliverables, robust work tracking protocols, and risk mitigation strategies
Demonstrate proficiency in extracting, cleaning, and transforming CBP transactional and mission data associated within an identified problem space to build predictive models as well as develop appropriate supporting documentation
Leverage expert knowledge of a variety of statistical and machine learning techniques and methods to define and develop programming algorithms; train, evaluate, and deploy predictive analytics models that directly inform mission decisions
Execute projects including those intended to identify patterns and/or anomalies in large datasets; perform automated text/data classification and categorization as well as entity recognition, resolution and extraction; and named entity matching
Brief project management, technical design, and outcomes to both technical and non-technical audiences including senior government stakeholders throughout the model development/ project lifecycle through written as well as in-person reporting
*Quadrant, Inc. is an equal opportunity and affirmative action employer.Quadrant is committed to administering all employment and personnel actions on the basis of merit and free of discrimination based on race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or status as an individual with a disability. Consistent with this commitment, we are dedicated to the employment and advancement of qualified minorities, women, individuals with disabilities, protected veterans, persons of all ethnic backgrounds and religions according to their abilities."
57,185,Senior Product Manager Data Platform | AI,Method Resourcing Solutions Ltd,,"Caledonia, WI",Remote,,"Technical background as engineer/data scientist or another relevant field.
Extensive experience in collaborative working on complex data architectures.",https://www.indeed.com/rc/clk?jk=f8630c8b7202c213&fccid=91531acfae4d0bd1&vjs=3,Caledonia,WI,Senior level,"Senior Data Platform Product Manager | AI | Machine Learning | Agile | Kanban | B2B Saas | UK Remote Method are working with a global leader in search optimisation, who are utilising the latest AI/ML techniques to transform the marketing landscape for their clients. They are looking for a senior product manager who has a technical background in data to help maintain the efficacy of the currently platform, as well as collaborating the strategy for the future. Key requirements:
technical background as engineer/data scientist or another relevant field
comfortable working with cloud-hosting web applications on the likes of AWS/Azure/GCP
extensive experience in collaborative working on complex data architectures
experience working in Agile or Kanban methodologies
proved experience defining and delivering a vision and strategy of a technical platform
Get in touch with Aoibheann Doherty for more details, and get your application in now for consideration. This business is based in London, but are a global operation so are willing to consider candidates who work remote from the UK. Senior Data Platform Product Manager | AI | Machine Learning | Agile | Kanban | B2B SaaS"
58,186,Senior Software Engineer – Natural Language Processing,SkySync,5.0,"Ann Arbor, MI",Remote,,"Up-to-date knowledge of machine learning , natural language processing (NLP), and data analytics tools and techniques.
Strong experience with Docker, AWS.",https://www.indeed.com/rc/clk?jk=eea0ced520a6034b&fccid=a1111b79b4f2d98e&vjs=3,Ann Arbor,MI,Senior level,"SkySync is a dynamic, fast-paced, venture-backed software innovator based in the Ann Arbor tech cluster, with remote Syncopaths in all US time zones. Our quirky and unique workforce excels at managing our customers’ content migration, synchronization, and orchestration challenges like no other in our space. We are poised for rapid growth and need a Software Engineer to contribute to building a large - scale machine learning natural language processing (NLP) system and developing our understanding of the data we encounter. This role will be a cross between an ML/NLP researcher and a software engineer, and good candidates will have prior experience doing both . We are looking for someone from the southeastern Michigan area and preference will be given to candidates within this geographic location.
You’ll be doing a lot of this:
Rapidly iterating over different techniques in a solution space, and effectively analyzing the performance of models on various tasks
Contributing to several large-scale production machine learning and natural language processing efforts
Developing and building guidelines for evaluation datasets
Understanding the decision-making process, workflows, and business and information needs of business unit heads and service manager/owners
Translating business needs into analytics/reporting requirements to support executive decisions and workflows with required information
Visualizing information and developing engaging reports on the results of experiments
Advising product teams on new products, features or updates through evidence -based recommendations
Supporting user experience specialists and information architects to enhance information visualization through the development of dashboards and user interfaces
Distributing best practices to analytics and product teams and provides consultations for their data-based experimentations
Other duties as assigned
So you should have this:
Up-to-date knowledge of machine learning , natural language processing (NLP), and data analytics tools and techniques
Strong knowledge of Python, and related machine learning tools (e.g. TensorFlow, PyTorch )
Strong experience with Docker, AWS
Familiarity with current SOTA NLP models like BERT
4 + years o f work experience with Python and machine learning
Willingness and ability to learn new technologies on the job
Demonstrated ability to communicate complex results to technical and non-technical audiences
Demonstrated ability to work with minimal supervision
Experience building and deploying predictive models, web scraping, and scalable data pipelines
Master’s degree or PhD in computer science, electrical engineering, computer engineering, statistics, or related fields preferred
Ability to think critically while solving problems in a rapidly changing product
Nice to have:
Publications from ML/NLP venues such as ACL, NAACL, EMNLP, NeurIPS , ICML, ICLR
This position is a great fit for you if you like keeping up with the cutting edge of machine learning and NLP and helping build a position and product from the ground up. Knowing how to engage with new challenges daily and handle competing priorities is a must.
This position is not a great fit for you if you like established processes for every situation or a static set of duties and responsibilities.
Qualities Needed for Success
Excellent listening, writing, and professional communication skills are a mus t. You should be able to demonstrate proficiency in most of the duties and responsibilities listed above. In our fast-paced world, a great attitude combined with enthusiasm is key to individual success along with embodying our entrepreneurial spirit."
59,187,Principal Statistical Programmer (Remote),Covance,3.2,"Durham, NC 27703",Remote,,"Excellent organizational, time management and project management skills with team leadership experience, as demonstrated by ability to organize and motivate…",https://www.indeed.com/rc/clk?jk=841e0eb54a23366c&fccid=8c8fa600b6a5fdd5&vjs=3,Durham,NC,Other,"Job Overview: Act as the Lead Programmer overseeing technical planning for increasingly complex projects including global and multiple study projects, Integrated of Summary of Safety (ISS) and Integrated Summary of Efficacy (ISE) and electronic submissions. If desired, may supervise less-experienced statistical programmers carrying out line management responsibilities. This would include Performance Management and Development activities, disciplinary procedures and administrative activities. Act as the Biometrics Project Manager for assigned projects.

Work on complex problems where analysis of situations or data requires an evaluation of intangible variables; development of technical solutions to abstract problems which require the use of ingenuity and creativity. Review and interpret Statistical Analysis Plans and provide comments for assigned projects. Ensure quality of personal work and the work of the programming team when acting as a Biometrics Project Manager and Lead Programmer meeting completions dates with minimal supervision. Representing Statistical Programming at internal project team meetings, client meetings and audits.

Contribute to proposal activities and client presentations providing time and cost estimates for statistical programming activities. Perform ongoing review of hours for assigned projects, ensure all issues are highlighted and resolved as quickly as possible and ensure all non-contract tasks are identified, tracked and included in change order forms. Provide ongoing supervision, advice and consultation to Lead Programmers and programming team to ensure timely and efficient completion of projects. Provide feedback to management on the development potential of staff to assist in staff development.

Perform interviews for selection of potential candidates. Ensure that study documentation is maintained to the standard required according to processes and acceptable for audit. Provide input into assessments of resource requirements on regular basis. Provide feedback to management if any action is needed to increase utilization, improve efficiency or amend the resource levels required on a project.

Encourage and participate in the ongoing review of the processes used by the statistical Programming group to ensure processes are continually improved. Carry out all activities according to Covance SOPs working within the framework of the Quality Management System and to Good Clinical Practice (GCP). Ensure adherence to programming guidelines. Perform other duties as assigned by senior Statistical Programming staff.

Education/Qualifications: Minimum Required: BSc in a computing, life science, mathematical or Statistical subject. A high computing content is considered beneficial; however proven computing skills are most important. Alternative academic qualifications or experience are assessed to ensure equivalent background. Experience: Minimum Required: 8 years experience in provision of programming support for clinical trial management and reporting, or equivalent experience.

Extensive experience and proven skills in the development and review of SAS programs within a clinical trials environment. Experience in the preparation and review of Statistical Analysis Plans, study set-up and review of study specific documents, e.g. CRF and data validation guidelines. Knowledge of all aspects of clinical trials from initial study set-up to study completion with an excellent understanding of the roles and responsibilities of all related disciplines, e.g.

Biostatistics and Clinical Data Management. Thorough knowledge and understanding of the processes and procedures used within a Statistical Programming environment and the ability to communicate to programmers and non-programmers alike. Ability to apply extensive technical expertise and has full knowledge of other related disciplines to provide consultancy and advice on programming and wider related issues to other departments and disciplines. Excellent problem solving skills, a proactive approach, anticipating issues and working to ensure they are avoided or resolved as quickly as possible.

Self motivation and ability to work independently without appreciable direction. A willingness to make decisions, seeking advice from senior Statistical Programming staff to confirm decisions when necessary. Excellent organizational, time management and project management skills with team leadership experience, as demonstrated by ability to organize and motivate project teams and the ability to delegate and prioritize work to meet project timelines. Good interpersonal skills and the ability to communicate appropriately with all levels of staff throughout the organization and confidently with other disciplines and external clients.

Ability to promote a good team working environment, providing the client with a high quality service while recognizing our business needs. A proactive approach to developing and maintaining effective working relationships with staff in other disciplines, often in other locations and in working to achieve consistent processes and standards across them. Good interview skills to ensure successful recruitment of high caliber candidates."
60,188,JS Data Manipulation + Visualization in Agriculture and Science,Our Sci LLC,,Michigan,Remote,"$35,000 - $60,000 a year","Experience in data visualization using D3 or related libraries.
We are seeking someone to support front-end development for surveystack.io and to work with…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DgLZDdrGsaI9xZcSTcUF8QHEnoMluSHITJFzIbEv7b4iLSZzKlba2vGL7_96DkxeuAT_HckbV9uj6CkU5SeW5ICd9jd7J2h6U1107oOO-KqYoMok8dc7aazx-SEdwZuCstujO1aTBTQY3knJQ6h5Yo6t4gIga1xX_GL_yaLg6Nfd0Qt38cWzyTMGcFdjGyMQIpLSKFWHvXXkCCrm7C5wyncgMFnNfsFC4ONX6ZMdBcDW3vx8ZdqvfGuTkl8yeVHl0ZyZCqOTvXtevwZCuaOXPAdKkJkHBT4JEteHpm8vXHojZU2hEosw6O8UZNg-sMiI9mNWVyZ5KZTdw_30yEmdaO0se6ERdhniARhZneo9MyBRJrONSLSphtWGe9UZRclPG_Mxo03M6Xd44zKyNhg2uuLeJL2-0qLGdVkMvJNNOBPGrm2OfZalAmctSm-ecFMzzcUuDo6Oe1hw==&p=4&fvj=1&vjs=3,Michigan,Michigan,Other,"We are seekingA JS developer to work on front-end development and scripting to support partner data collection and display. Excited about supporting collaborative communities of practices and open source science. In a perfect world it would be a person with some experience / skill in Wordpress and a good sense of design.Lots of the following fits you…Experience in JS, including data manipulation and some displayFluent in english, and happy to work directly with partners and customers.Interested in open source, agriculture, community science, democratization of science and wanting to build a career with those as a focus.Experience with front-end JS development.Know the 80/20 rule!In a perfect world you would also…Have basic design skills and have built websites before, ideally in Wordpress.Experience in data visualization using D3 or related librariesExperience in statistics and/or statistical analysisBut most importantly, you can…Quickly and efficiently communicate throughout the development process with the team and the partners to get the job done on time and on spec!DescriptionWe are seeking someone to support front-end development for surveystack.io and to work with community partners (OpenTEAM.community, the realfoodcampaign.org, and others) to develop scripts for their data collection and visualization needs.We support the development of research capacity in communities through software, hardware, and training. Using SurveyStack.io, our communities can flexibly collect, share, and visualize data in a way not possible through other services. SurveyStack allows users to code directly in JS within their surveys to create visualizations and manipulate data to provide real-time feedback to support their research goals.The person who fills this position will be directly supporting those partners who do not have the coding experience but have complex data collection needs. You would be writing scripts to manipulate and display data, taking specifications from the customer or colleagues. In addition, you’ll support ongoing development of the SurveyStack platform.While this is a junior position, we are looking for someone who is passionate about what we’re passionate about and is looking for a long-term position with us.Why we are differentWe are a small startup passionate about supporting community-driven science and we are building a fully open source future to provide that support. We also think that only through radical collaboration can we achieve our goals, that’s why we are active in the GOSH and GOAT and OpenTEAM communities. If you feel programming is a means to an end in shifting the world towards transparency and ‘free as in freedom’ thinking, we may be a good fit!Pay and LocationStarting at ½ to ¾ time initially, ideally becoming full time within 3 - 6 months. Rate commensurate with experience and background.We are located in Ann Arbor MI, but applicants can work remotely with occasional visits (once per year). US and International applicants all welcome!ContactPlease reply with:A cover letter describing why this position is a great fit for you.References (with links) examples of your workLink any gitlab / github or other active profiles of you that are relevantOnce we have selected applicants, we may do some additional paired programming sessions or more in-depth interviews as next steps.Job Types: Full-time, Part-timePay: $35,000.00 - $60,000.00 per yearExperience:JavaScript: 1 year (Required)Language:English (Required)Work Location:Fully RemoteHours per week:30-39Company's website:blog.our-sci.net"
61,189,Sr Statistical Programmer (Contractor),PRA Health Sciences,3.4,Remote,Remote,,Provides statistical programming support for the implementation of data models and the reporting of clinical trials (SDTM-focused).,https://www.indeed.com/rc/clk?jk=440a7161a126ee1d&fccid=59237124d676ae4d&vjs=3,Remote,Remote,Other,"Senior Statistical Programmer

Overview:
Provides statistical programming support for the implementation of data models and the reporting of clinical trials (SDTM-focused).
Responsibilities:
Demonstrates advanced knowledge of computer programming, statistical analysis systems (SAS), and other procedural languages.
Shows solid understanding biometrics procedures, workflows, and software systems.
Displays ability to manage extremely large datasets for statistical analysis and mathematical model creation.
Exhibits excellent written and oral communication skills.
Demonstrates a strong knowledge and understanding of analysis data structure standards (ADaM) and a good understanding of conversion data structure standards (SDTM)
Applies leadership skills in the coordination of analysis and reporting activities for statistical programming projects.
SDTM or Tabulation datasets creation and QC
aCRF creation
Creation of SDTM define.xml and Study Data Reviewers Guide (SDRG)
Validate datasets
Raw Data transfers
SDTM or Tabulation Data transf
Qualifications:
Bachelor’s degree in a quantitative or scientific field required. Master’s preferred.
Ideally, 5-10 experience in SDTM programming with knowledge of latest regulatory expectations
Excellent written and oral communication skills required.
PRA is an EEO/AA employer and is committed to providing opportunities to minorities, women, veterans and individuals with disabilities.
Qualifications



Options
Apply for this job onlineApply
Share
Sorry the Share function is not working properly at this moment. Please refresh the page and try again later.
Share on your newsfeed
Connect With Us!"
62,190,CSAT Machine Learning and Forecast Solution Architect,"Amazon Web Services, Inc.",3.6,"New York, NY",Remote,,"Fluency with machine learning on AWS including Amazon SageMaker, Amazon EMR, and related services like Amazon Kinsesis.
This is a customer facing role.",https://www.indeed.com/rc/clk?jk=902153450bc2dc26&fccid=fe2d21eef233e94a&vjs=3,New York,NY,Other,"Bachelor’s degree in Computer Science, Engineering, Mathematics or a related field or equivalent professional or military experience2+ years of experience working with customers in industries such as Manufacturing, Retail, Wholesale, CPG, Pharmaceuticals, Life Sciences, Service Parts Planning on their fulfillment based operational processesAbility to engage business users on value-based process improvement discussions in addition to engaging data science and IT organizations internally and externally1 + years of experience in design/implementation/consulting for Machine Learning/AI/Deep Learning solutionsExperience working with, at least, one modern programming language such as Python, Node.js, Go, Java, .Net, C# along with data querying languages (e.g. SQL, Hadoop/Hive, Scala) and statistical/mathematical software (e.g. R, Matlab, Stata)Over a year of experience with one or more Deep Learning frameworks such as Apache MXNet, TensorFlow, Caffe2, Keras, Microsoft Cognitive Toolkit, Torch and Theano

This position can be remote, but candidates must be based near an AWS office location (Arlington, Atlanta, Austin, Boston, Chicago, Cupertino, Dallas, Denver, East Palo Alto, Herndon, Houston, Irvine, Minneapolis, New York City, Portland, San Diego, San Francisco, Washington D.C., Sunnyvale, Santa Monica, Seattle).

Do you enjoy working with data to help customers optimize processes using Machine Learning? Have you spent hours putting an analysis together and challenged key parameters only to see if they matter? Have you debated using percentage errors or root mean square errors? Or precision at 5 Vs. precision at 30? Come work with us!

As a Specialist Solutions Architect, you will continuously sharpen your knowledge around the end-to-end model development lifecycle from data preparation and feature engineering to model development and retraining. You will use your expertise to guide customers how to operate ML solutions.
As a trusted advisor for AI/ML, you will share recommendations around security, cost, performance, reliability and operational efficiency to accelerate innovative and mission-critical projects our customers are building.
Internally, you will be the voice of the customer. You will articulate customer needs by synthesizing your observations from customer engagements and market trends around ML workloads to inform the roadmap of AWS features.
You will lead the creation and sharing of best practices, technical content and new reference architectures (e.g. white papers, code samples, blog posts) and evangelize and educate about AWS technology and industry trends in the AI/ML space using public speaking and content engagements like workshops, user group meetings, online videos, and conferences.

If you like talking about about the art of the possible, while challenging the impossible, come build the future with us.

Responsibilities
Work with customers’ data science & development teams along with business stakeholders to understand their optimization needs.Design working prototypes, reference examples, proofs of concept that make the best use of AWS offerings like Amazon Personalize, Amazon Forecast, and Amazon SageMaker.Produce and validate reference architecture implementations, CloudFormation templates, and blog posts to evangelize design patterns and best practices for applying AWS AI and ML services to help customers in different vertical segments like consumer packaged goods, retail, manufacturing, healthcare, and life sciences.Act as a technical liaison between customers and the AWS product teams to provide customer driven product improvement feedback.This is a customer facing role. You will be required to travel to meet customers when needed (and it is safe to do so).

5+ years experience with predictive modeling, analysis, and time series forecastingPublications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferencesProven ability to convey rigorous technical concepts and considerations to non-expertsFluency with machine learning on AWS including Amazon SageMaker, Amazon EMR, and related services like Amazon KinsesisFamiliarity with software development on AWS including Serverless development experience including complex integrations with AWS Lambda, Amazon Elasticsearch, Amazon Redshift, Amazon Kinesis, and Amazon DynamoDBExperience selling to Fortune 1000 and/or Global 2000 organizationsStrong verbal and written communication skills, with the ability to work effectively across internal and external organizations"
63,191,Digital Applied Innovation – Senior Machine Learning Solutions Engineer,Wabtec,3.0,"Pittsburgh, PA",Remote,,The Sr. Machine Learning Engineering will work closely with DAI’s data scientists and Wabtec’s cloud architects to deploy scalable machine learning and deep…,https://www.indeed.com/rc/clk?jk=221fb0d1340c2ef6&fccid=4f4e9de46f588f62&vjs=3,Pittsburgh,PA,Senior level,"Wabtec Corporation is a leading global provider of equipment, systems, digital solutions and value-added services for freight and transit rail. Drawing on nearly four centuries of collective experience across Wabtec, GE Transportation and Faiveley Transport, the company has unmatched digital expertise, technological innovation, and world-class manufacturing and services, enabling the digital-rail-and-transit ecosystems. Wabtec is focused on performance that drives progress, creating transportation solutions that move and improve the world. Wabtec has approximately 27,000 employees in facilities throughout the world. Visit the company’s new website at: http://www.WabtecCorp.com .


It’s not just about your career… or your job title…it’s about who you are and the impact you are going to make on the world. Do you want to go into uncharted waters…do things that haven’t been done to make yours and someone else's life better? Wabtec has been doing that for decades and we will continue to do so! Through our people, leadership development, services, technology and scale, Wabtec delivers better outcomes for global customers by speaking the language of industry.
Role Summary/Purpose
The Sr. Machine Learning Engineer, working as part of Wabtec’s Digital Applied Innovation (DAI) team will be responsible for architecting and deploying new advanced AI solutions throughout the freight and passenger transportation industry. DAI is a cross-disciplined entrepreneurial group that carries out applied research in AI/ML, designs and deploys cutting edge algorithms and new digital solutions throughout the Wabtec portfolio of businesses. The Sr. Machine Learning Engineering will work closely with DAI’s data scientists and Wabtec’s cloud architects to deploy scalable machine learning and deep learning solutions in predictive maintenance, cloud and edge video analytics, robotics and automation.
Location: Pittsburg, PA. OR Remote, USA.
Essential Responsibilities
In addition, you will:
Help set and execute the vision for scalable AI solutions at Wabtec and drive a culture of applied innovation
Work closely with the DAI data scientists to build and deploy highly scalable AI solutions that drive business value for our business units and customers
Set the architecture and framework for scalable video edge analytic solutions that can be leveraged throughout different parts of the business
Partner with the head of DAI and business development teams to engage directly with business unit and external customers to understand pain-points
Be a machine learning cross-functional leader with organizations such as, Freight Engineering, Services, Transit Engineering, Digital Electronics, Freight Components, Mining and Marine operations to drive new digital solution opportunities
Lead education and awareness of deploying AI solutions throughout Wabtec to build the pipeline for advanced machine learning engineers within the organization
Be heavily involved in external collaboration efforts with startups, incubators and universities to grow Wabtec’s AI skill base and resource arm
Act as coach for to others in driving digital industrial solutions across all functional engineering areas
Qualifications/Requirements
Bachelor’s in engineering, Physics, Chemistry, Mathematics, or Computer Science from an accredited university or college, or relevant and significant industry experience.
Experience in the fields of AI/ML, video analytic edge computing, Kubernetes, and Docker solutions.
Proficient in C/C++, python, GO or similar languages.
A minimum of 8 years of technical experience in a technology business
A minimum of 3 years of experience as a machine learning engineer
Has had experience in deploying scalable AI solutions that solve industry problems
Desired Characteristics
Master’s degree in Physics, Chemistry, Mathematics, or Computer Science from an accredited university or college, or relevant and significant industry experience.
Strong interpersonal, leadership and communication skills
A critical thinker that can quickly understand a new problem space and apply analytic techniques to identify potential value
Demonstrated thought leader with an interest in working on Digital Industrial transformation
Demonstrated change agent with strong credibility and ability to influence across the organization
Demonstrated engineering thought leader with experience developing and executing engineering solutions for businesses to gain efficiency
Demonstrated commitment for process improvement
Experience with product management
Strong command & working knowledge of engineering workflow processes
Wabtec Corporation is committed to taking on the world’s toughest challenges. In order to fulfill that commitment we rely on a culture of leadership, diversity and inclusiveness. We aim to employ the world’s brightest minds to help us create a limitless source of ideas and opportunities. We believe in hiring talented people of varied backgrounds, experiences and styles…people like you! Wabtec Corporation is committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or expression, or protected Veteran status. If you have a disability or special need that requires accommodation, please let us know."
64,192,"Staff Software Engineer, Machine Learning Platform",Coinbase,4.4,Remote,Remote,,"Experience building backend systems at scale with a focus on data processing/machine learning/analytics.
Nostradamus: Training and scoring infrastructure that…",https://www.indeed.com/rc/clk?jk=91aa1af8e592f22e&fccid=d2c6abf8a785fc40&vjs=3,Remote,Remote,Engineer,"Coinbase has built the world's leading compliant cryptocurrency platform serving over 30 million accounts in more than 100 countries. With multiple successful products, and our vocal advocacy for blockchain technology, we have played a major part in mainstream awareness and adoption of cryptocurrency. We are proud to offer an entire suite of products that are helping build the cryptoeconomy, and increase economic freedom around the world.

There are a few things we look for across all hires we make at Coinbase, regardless of role or team. First, we assess whether a candidate demonstrates our values: Clear Communication, Positive Energy, Efficient Execution, and Continuous Learning. Second, we look for signals that a candidate will thrive in a culture like ours, where we default to trust, embrace feedback, disrupt ourselves, and expect sustained high performance because we play as a championship team. Finally, we seek people with the desire and capacity to build and share expertise in the frontier technologies of crypto and blockchain, in whatever way is most relevant to their role.

Read more about our values and culture here.
As a software engineer on the Machine Learning and Platform team, you will have a chance to work across the full spectrum of our ML tech stack — from batch and streaming feature aggregation pipelines that leverage many of our data infrastructure to our in-house-built model lifecycle management platform, Nostradamus, enabling ML Engineers to iterate on, train at scale and productionize models at lightning speed.
Responsibilities:

Boost ML Engineers’ productivity and enable fast model iteration cycles by building robust ML infrastructure, reusable tooling for feature discovery, data quality checks and model observability.
Feature Store: Batch and real-time data aggregation and serving layer that powers predictive models.
Nostradamus: Training and scoring infrastructure that enable machine learning practitioners to take a model from an idea to production.

Requirements:

6+ years of engineering experience
Exhibit our core cultural values: add positive energy, communicate clearly, be curious, and be a builder.
Experience building backend systems at scale with a focus on data processing/machine learning/analytics
Experience building microservices
Experience with Python, Go and/or Java/Scala

Preferred (not required):

Computer Science or related engineering degree
Deep knowledge of Apache Flink, Spark, Airflow, Kafka/Kinesis, Snowflake, Hadoop, Hive

What to send:

A resume that describes machine learning models you've built and their business impact."
65,193,"Director, Statistical Programming (client dedicated)",Syneos Health Clinical,3.6,Remote,Remote,,Prioritizes activities across Statistical Programming projects and facilitates mutually beneficial resolutions to project conflicts between groups or…,https://www.indeed.com/rc/clk?jk=2d8d38fd98354bb9&fccid=772a1485bbbe4156&vjs=3,Remote,Remote,Other,"Director, Statistical Programming (client dedicated)
 - (20007058)


JOB SUMMARY This position is responsible for directing and coordinating statistical programming activities and operations of the department, providing leadership to associate directors, managers and other personnel within Statistical Programming, is accountable for the performance of the team and meeting financial targets. The Director, Statistical Programming is accountable for assigned departmental financial targets. Interacts with clients and coordinates with other departments regarding programming services to ensure client satisfaction through relationship management and successful execution of projects JOB RESPONSIBILITIES

 Works cooperatively with Statistical Programming and Biostatistics leadership to establish and maintain Standard Operating Procedures (SOPs) and guidelines, promoting standardized and consistent processes to maximize the efficiency of the department.
 Ensures that the Statistical Programming department meets timelines, provides high quality deliverables, complies with contractual project requirements and SOPs, and conducts projects within budget.
 Oversees development of direct reports by setting goals, managing performance, evaluating and monitoring training needs, supporting development plans, mentoring, and coaching.
 Responsible for staff development of entire reporting hierarchy, training and retention. Facilitates succession planning and maintains a Statistical Programming staff with diverse skills, abilities, and competencies meeting the business needs of the department.
 Makes recommendations for, and participates actively in hiring, onboarding, transferring and terminating staff.
 Meets with subordinate managers routinely to evaluate and develop solutions for project resourcing, quality, timelines, budget, standard processes, and training needs. Keeps senior management informed of decisions and issues which impact the department.
 Prioritizes activities across Statistical Programming projects and facilitates mutually beneficial resolutions to project conflicts between groups or individuals, creating solutions to address business and operational challenges.
 Directs and coordinates statistical programming activities, and supports the assignment of, or directly assigns programmers to projects in a manner which keeps associates at their utilization goal and which matches associates to projects appropriate to their skills, training and experience.
 Provides input to forecasting and planning activities for department.
 Leads departmental or corporate initiatives.
 Supports business development activities.
 Performs other work-related duties as assigned.
 Minimal travel may be required.

QUALIFICATION REQUIREMENTS
Undergraduate degree or equivalent preferred, ideally in Mathematics, Statistics, Computer Science, or related field.
Extensive experience in programming in a clinical trial setting with increasing levels of responsibility, or an equivalent combination of education and experience.
Previous progressive management experience with demonstrated leadership ability.
Proven ability to effectively prioritize projects, recruits and develop staff, and manage resources.
Excellent communication, presentation and interpersonal skills, with an ability to inform, influence, convince, and persuade.
Ability to read, write, speak, and understand English.

Primary Location North America - US Home-Based
Job Data Services
Schedule Full-time
Travel No
Employee Status Regular"
